0.08,0.0,0.5
0.182,0.0,0.49
0.285,0.0,0.49
0.383,0.0,0.49
0.485,0.0,0.49
0.588,0.0,0.5
0.686,0.0,0.49
0.788,0.0,0.49
0.891,0.0,0.49
0.989,0.0,0.49
1.092,0.0,0.49
1.194,0.0,0.49
1.292,0.0,0.49
1.395,0.0,0.49
1.497,0.0,0.49
1.595,0.0,0.49
1.698,0.0,0.49
1.8,0.0,0.49
1.898,0.0,0.49
2.001,0.0,0.49
2.103,0.0,0.49
2.202,0.0,0.49
2.304,0.0,0.49
2.406,0.0,0.49
2.505,0.0,0.49
2.607,0.0,0.49
2.709,0.0,0.49
2.812,0.0,0.49
2.91,0.0,0.49
3.013,0.0,0.49
3.115,0.0,0.5
3.213,0.0,0.5
3.316,0.0,0.5
3.418,0.0,0.49
3.516,0.0,0.49
3.619,0.0,0.49
3.721,0.0,0.49
3.819,0.0,0.49
3.922,0.0,0.5
4.024,0.0,0.5
4.123,0.0,0.5
4.225,0.0,0.49
4.327,0.0,0.5
4.426,0.0,0.5
4.528,0.0,0.5
4.63,0.0,0.49
4.729,0.0,0.49
4.831,0.0,0.5
4.933,0.0,0.5
5.032,0.0,0.5
5.134,0.0,0.5
5.237,0.0,0.5
5.335,0.0,0.5
5.437,0.0,0.5
5.54,0.0,0.5
5.642,0.0,0.49
5.74,0.0,0.5
5.843,0.0,0.5
5.945,0.0,0.5
6.043,0.0,0.5
6.146,0.0,0.5
6.248,0.0,0.5
6.347,0.0,0.5
6.449,0.0,0.5
6.551,0.0,0.49
6.65,0.0,0.49
6.752,0.0,0.49
6.854,0.0,0.49
6.953,0.0,0.5
7.055,0.0,0.49
7.157,0.0,0.49
7.256,0.0,0.49
7.359,0.0,0.49
7.461,0.0,0.49
7.559,0.0,0.49
7.661,0.0,0.49
7.764,0.0,0.5
7.862,0.0,0.5
7.965,0.0,0.49
8.067,0.0,0.49
8.165,0.0,0.49
8.267,0.0,0.49
8.37,0.0,0.49
8.468,0.0,0.49
8.571,0.0,0.49
8.673,0.0,0.49
8.775,6.0,0.49
8.874,6.0,0.49
8.976,6.0,0.49
9.078,6.0,0.49
9.177,6.0,0.49
9.279,6.0,0.49
9.382,6.0,0.49
9.48,6.0,0.49
9.582,6.0,0.49
9.685,6.0,0.49
9.783,6.0,0.49
9.885,6.0,0.49
9.988,6.0,0.49
10.086,6.0,0.49
10.188,6.0,0.49
10.291,6.0,0.49
10.389,6.0,0.49
10.492,6.0,0.49
10.594,6.0,0.49
10.692,6.0,0.49
10.795,6.0,0.49
10.897,6.0,0.49
10.999,6.0,0.49
11.098,6.0,0.49
11.2,6.0,0.49
11.302,6.0,0.49
11.401,6.0,0.49
11.503,6.0,0.49
11.606,6.0,0.49
11.704,6.0,0.49
11.806,6.0,0.49
11.909,6.0,0.49
12.007,6.0,0.49
12.11,6.0,0.49
12.212,6.0,0.49
12.31,6.0,0.49
12.413,6.0,0.49
12.515,6.0,0.49
12.613,6.0,0.49
12.716,6.0,0.49
12.818,6.0,0.49
12.92,12.0,0.49
13.019,12.0,0.49
13.121,12.0,0.39
13.224,12.0,0.22
13.322,12.0,0.14
13.424,12.0,0.08
13.527,12.0,0.03
13.629,12.0,-0.01
13.727,12.0,-0.05
13.83,12.0,-0.08
13.932,12.0,-0.13
14.035,12.0,-0.15
14.133,12.0,-0.17
14.235,12.0,-0.2
14.338,12.0,-0.25
14.436,12.0,-0.26
14.538,12.0,-0.26
14.641,12.0,-0.26
14.739,12.0,-0.26
14.842,12.0,-0.26
14.944,12.0,-0.26
15.042,12.0,-0.26
15.145,12.0,-0.27
15.247,12.0,-0.27
15.349,12.0,-0.28
15.448,12.0,-0.28
15.55,12.0,-0.28
15.652,12.0,-0.27
15.751,12.0,-0.27
15.853,12.0,-0.27
15.955,12.0,-0.27
16.054,12.0,-0.27
16.156,12.0,-0.27
16.259,12.0,-0.27
16.357,12.0,-0.27
16.459,12.0,-0.27
16.562,12.0,-0.27
16.664,12.0,-0.28
16.762,12.0,-0.28
16.865,12.0,-0.28
16.967,12.0,-0.28
17.065,12.0,-0.28
17.168,12.0,-0.28
17.27,12.0,-0.27
17.369,12.0,-0.27
17.471,12.0,-0.27
17.573,12.0,-0.27
17.672,12.0,-0.27
17.774,12.0,-0.27
17.876,12.0,-0.27
17.975,12.0,-0.26
18.077,12.0,-0.26
18.18,12.0,-0.26
18.282,12.0,-0.26
18.38,12.0,-0.26
18.483,12.0,-0.26
18.585,12.0,-0.26
18.683,12.0,-0.28
18.786,12.0,-0.31
18.888,12.0,-0.31
18.987,12.0,-0.3
19.089,12.0,-0.3
19.191,12.0,-0.29
19.289,12.0,-0.29
19.392,12.0,-0.29
19.494,12.0,-0.29
19.597,12.0,-0.28
19.695,12.0,-0.28
19.797,12.0,-0.27
19.9,12.0,-0.27
19.998,12.0,-0.27
20.101,12.0,-0.27
20.203,12.0,-0.27
20.301,18.0,-0.27
20.404,18.0,-0.27
20.506,18.0,-0.37
20.604,18.0,-0.47
20.707,18.0,-0.56
20.809,18.0,-0.64
20.911,18.0,-0.7
21.01,18.0,-0.76
21.112,18.0,-0.8
21.214,18.0,-0.87
21.313,18.0,-0.9
21.415,18.0,-0.92
21.518,18.0,-0.94
21.616,18.0,-0.95
21.719,18.0,-0.96
21.821,18.0,-0.96
21.919,18.0,-0.96
22.021,18.0,-0.96
22.124,18.0,-0.95
22.226,18.0,-0.95
22.325,18.0,-0.94
22.427,18.0,-0.94
22.529,18.0,-0.93
22.628,18.0,-0.93
22.73,18.0,-0.92
22.833,18.0,-0.91
22.931,18.0,-0.91
23.033,18.0,-0.91
23.135,18.0,-0.93
23.234,18.0,-0.99
23.336,18.0,-0.99
23.439,18.0,-0.98
23.537,18.0,-0.98
23.64,18.0,-0.98
23.742,18.0,-0.96
23.844,18.0,-0.95
23.943,18.0,-0.94
24.045,18.0,-0.94
24.147,18.0,-0.95
24.246,18.0,-0.94
24.348,18.0,-0.94
24.45,18.0,-0.94
24.549,18.0,-0.94
24.651,18.0,-0.95
24.753,22.0,-0.96
24.856,22.0,-0.96
24.954,22.0,-1.02
25.056,22.0,-1.11
25.159,22.0,-1.18
25.257,22.0,-1.24
25.36,22.0,-1.28
25.462,22.0,-1.33
25.56,22.0,-1.36
25.663,22.0,-1.39
25.765,22.0,-1.4
25.864,22.0,-1.39
25.966,22.0,-1.39
26.068,22.0,-1.39
26.171,22.0,-1.4
26.269,22.0,-1.4
26.372,22.0,-1.4
26.474,22.0,-1.4
26.572,22.0,-1.41
26.674,22.0,-1.41
26.777,22.0,-1.42
26.875,22.0,-1.42
26.977,22.0,-1.42
27.08,22.0,-1.4
27.178,22.0,-1.39
27.281,22.0,-1.38
27.383,22.0,-1.38
27.485,22.0,-1.39
27.584,22.0,-1.4
27.686,22.0,-1.41
27.788,22.0,-1.42
27.887,22.0,-1.41
27.989,22.0,-1.41
28.091,22.0,-1.41
28.19,22.0,-1.41
28.292,22.0,-1.41
28.395,22.0,-1.41
28.493,22.0,-1.41
28.595,22.0,-1.41
28.698,22.0,-1.41
28.8,22.0,-1.41
28.898,22.0,-1.4
29.001,22.0,-1.39
29.103,22.0,-1.39
29.202,22.0,-1.39
29.304,22.0,-1.39
29.406,22.0,-1.4
29.505,22.0,-1.4
29.607,22.0,-1.41
29.709,22.0,-1.41
29.808,22.0,-1.4
29.91,22.0,-1.4
30.012,29.0,-1.4
30.115,29.0,-1.42
30.213,29.0,-1.53
30.316,29.0,-1.7
30.418,29.0,-1.84
30.516,29.0,-1.93
30.619,29.0,-2.0
30.721,29.0,-2.1
30.819,29.0,-2.12
30.922,29.0,-2.15
31.024,29.0,-2.16
31.123,29.0,-2.17
31.225,29.0,-2.18
31.327,29.0,-2.18
31.43,29.0,-2.19
31.528,29.0,-2.19
31.63,29.0,-2.2
31.733,29.0,-2.21
31.831,29.0,-2.21
31.933,29.0,-2.21
32.036,29.0,-2.21
32.134,29.0,-2.21
32.237,29.0,-2.17
32.339,29.0,-2.15
32.437,29.0,-2.14
32.54,29.0,-2.15
32.642,29.0,-2.16
32.744,29.0,-2.16
32.843,29.0,-2.16
32.945,29.0,-2.18
33.048,29.0,-2.18
33.146,29.0,-2.18
33.248,29.0,-2.18
33.351,29.0,-2.18
33.449,29.0,-2.19
33.551,29.0,-2.22
33.654,29.0,-2.21
33.752,29.0,-2.2
33.855,29.0,-2.2
33.957,29.0,-2.2
34.059,29.0,-2.19
34.158,29.0,-2.19
34.26,29.0,-2.2
34.362,29.0,-2.22
34.461,29.0,-2.23
34.563,29.0,-2.22
34.666,29.0,-2.21
34.764,29.0,-2.21
34.866,29.0,-2.2
34.969,29.0,-2.2
35.067,29.0,-2.2
35.169,29.0,-2.21
35.272,29.0,-2.2
35.374,35.0,-2.21
35.476,35.0,-2.21
35.575,35.0,-2.29
35.677,35.0,-2.48
35.78,35.0,-2.63
35.878,35.0,-2.75
35.98,35.0,-2.76
36.083,35.0,-2.76
36.181,35.0,-2.77
36.283,35.0,-2.77
36.386,35.0,-2.77
36.484,35.0,-2.78
36.587,35.0,-2.8
36.689,35.0,-2.81
36.787,35.0,-2.82
36.889,35.0,-2.83
36.992,35.0,-2.83
37.094,35.0,-2.82
37.193,35.0,-2.82
37.295,35.0,-2.83
37.398,35.0,-2.85
37.496,35.0,-2.87
37.599,35.0,-2.87
37.7,35.0,-2.88
37.799,35.0,-2.89
37.901,35.0,-2.9
38.004,35.0,-2.91
38.102,35.0,-2.89
38.204,35.0,-2.88
38.307,35.0,-2.87
38.409,35.0,-2.87
38.507,35.0,-2.86
38.61,35.0,-2.84
38.712,35.0,-2.83
38.811,35.0,-2.84
38.913,35.0,-2.85
39.015,35.0,-2.85
39.114,35.0,-2.86
39.216,35.0,-2.86
39.318,35.0,-2.87
39.417,35.0,-2.88
39.519,40.0,-2.9
39.621,40.0,-2.92
39.724,40.0,-3.05
39.822,40.0,-3.22
39.925,40.0,-3.3
40.027,40.0,-3.35
40.126,40.0,-3.38
40.228,40.0,-3.41
40.33,40.0,-3.45
40.429,40.0,-3.45
40.531,40.0,-3.46
40.633,40.0,-3.48
40.736,40.0,-3.49
40.834,40.0,-3.48
40.936,40.0,-3.48
41.039,40.0,-3.47
41.137,40.0,-3.48
41.239,40.0,-3.48
41.342,40.0,-3.5
41.44,40.0,-3.5
41.542,40.0,-3.5
41.645,40.0,-3.49
41.743,40.0,-3.5
41.845,40.0,-3.5
41.948,40.0,-3.49
42.05,40.0,-3.47
42.149,40.0,-3.47
42.251,40.0,-3.49
42.353,40.0,-3.49
42.452,40.0,-3.45
42.554,40.0,-3.43
42.657,40.0,-3.41
42.755,46.0,-3.38
42.857,46.0,-3.37
42.96,46.0,-3.51
43.062,46.0,-3.8
43.16,46.0,-3.94
43.263,46.0,-4.02
43.365,46.0,-4.02
43.463,46.0,-4.01
43.566,46.0,-4.0
43.668,46.0,-4.01
43.766,46.0,-4.02
43.869,46.0,-4.0
43.971,46.0,-4.03
44.07,46.0,-4.05
44.172,46.0,-4.07
44.274,46.0,-4.11
44.377,46.0,-4.14
44.475,46.0,-4.15
44.577,46.0,-4.16
44.68,46.0,-4.17
44.778,46.0,-4.19
44.881,46.0,-4.24
44.983,46.0,-4.27
45.081,46.0,-4.27
45.184,46.0,-4.26
45.286,46.0,-4.24
45.384,46.0,-4.21
45.487,46.0,-4.21
45.589,46.0,-4.22
45.692,46.0,-4.24
45.79,46.0,-4.25
45.892,46.0,-4.27
45.995,46.0,-4.29
46.093,46.0,-4.29
46.195,50.0,-4.3
46.298,50.0,-4.32
46.396,50.0,-4.52
46.498,50.0,-4.72
46.601,50.0,-4.79
46.703,50.0,-4.81
46.802,50.0,-4.82
46.904,50.0,-4.83
47.006,50.0,-4.83
47.105,50.0,-4.82
47.207,50.0,-4.81
47.309,50.0,-4.8
47.408,50.0,-4.81
47.51,50.0,-4.81
47.613,50.0,-4.82
47.711,50.0,-4.83
47.813,50.0,-4.84
47.916,50.0,-4.83
48.014,50.0,-4.81
48.116,50.0,-4.79
48.219,50.0,-4.77
48.321,50.0,-4.76
48.419,50.0,-4.76
48.522,50.0,-4.75
48.624,50.0,-4.73
48.723,50.0,-4.74
48.825,50.0,-4.75
48.927,50.0,-4.77
49.026,50.0,-4.79
49.128,50.0,-4.78
49.23,50.0,-4.78
49.329,50.0,-4.78
49.431,50.0,-4.78
49.534,50.0,-4.76
49.636,50.0,-4.75
49.734,50.0,-4.76
